0,COMO APRUEBO IA,*,*,PARA LA PARTE TEORICA SE REALIZARAN EXAMENES FINALES O PARCIALES#Comma SESIONES DE EVALUACION Y ENTREGAS DE EJERCICIOS SOBRE EL DESARROLLO Y LOS RESULTADOS DE LAS ACTIVIDADES PROPUESTAS. LA PONDERACION DE ESTE BLOQUE SERA DEL 50 PORCIENTO. SE REQUIERE UN MINIMO DE 3 SOBRE 10 EN ESTA PARTE PARA HACER MEDIA.,bot.aiml
0,COMO HAGO PARA APROBAR LA TEORIA,*,*,PARA LA PARTE TEORICA SE REALIZARAN EXAMENES FINALES O PARCIALES#Comma SESIONES DE EVALUACION Y ENTREGAS DE EJERCICIOS SOBRE EL DESARROLLO Y LOS RESULTADOS DE LAS ACTIVIDADES PROPUESTAS. LA PONDERACION DE ESTE BLOQUE SERA DEL 50 PORCIENTO. SE REQUIERE UN MINIMO DE 3 SOBRE 10 EN ESTA PARTE PARA HACER MEDIA.,bot.aiml
0,COMO CONSIGO SUPERAR LA PARTE PRACTICA,*,*,PARA LA PARTE PRACTICA SE REALIZARAN PRACTICAS DE LABORATORIO#Comma RESOLUCION DE PROBLEMAS Y DESARROLLO DE PROYECTOS (INDIVIDUALES O EN GRUPO)#Comma Y SE VALORARAN LAS ENTREGAS DE LOS INFORMES/MEMORIAS REALIZADOS POR LOS ALUMNOS#Comma O EN SU CASO LAS ENTREVISTAS PERSONALES CON LOS ALUMNOS Y LAS SESIONES DE EVALUACION. LA PONDERACION DE ESTE BLOQUE SERA DEL 40 PORCIENTO. SE REQUIERE UN MINIMO DE 3 SOBRE 10 EN ESTA PARTE PARA HACER MEDIA.,bot.aiml
0,COMO SE EVALUA EN LA CONVOCATORIA DE JUNIO,*,*,PARA LA PARTE DE TEORIA SE REALIZARA UN EXAMEN FINAL QUE SE VALORARA SOBRE 10. DURANTE EL CURSO SE REALIZARAN TRES PRUEBAS QUE CONJUNTAMENTE PODRIAN DAR UN MAXIMO DE 2 PUNTOS SOBRE EL EXAMEN FINAL (VALORACION 0.5#Comma 1 Y 0.5 RESPECTIVAMENTE). LA NOTA FINAL DE TEORIA SERIA EL MINIMO ENTRE 10 Y LA SUMA DE LA NOTA DEL EXAMEN CON LA NOTA OBTENIDA EN LAS PRUEBAS PARCIALES.,bot.aiml
0,QUE PASA SI TENGO QUE PRESENTARME EN LA CONVOCATORIA DE SEPTIEMBRE,*,*,EN LA CONVOCATORIA DE SEPTIEMBRE HABRA UN EXAMEN ESCRITO ÚNICO. NO HABRA ENTREGA DE PRACTICAS EN ESTA CONVOCATORIA.,bot.aiml
0,HAY EXAMEN DE PRACTICAS EN LA CONVOCATORIA DE SEPTIEMBRE,*,*,NO,bot.aiml
0,QUE PASA SI NO PUEDO ASISTIR A CLASE REGULARMENTE,*,*,ENTONCES DEBERIAS PLANTEARTE LA EVALUACION ÚNICA FINAL,bot.aiml
0,HAY NOTA MINIMA PARA APROBAR,*,*,UN 3 EN LA PARTE DE PRACTICAS Y OTRO 3 EN LA PARTE DE TEORIA#Comma HABLANDO EN TÉRMINOS DE NOTAS FINALES SOBRE 10 DE PRATICAS Y TEORIA.,bot.aiml
0,LAS PRACTICAS SON OBLIGATORIAS,*,*,NO#Comma SI TE PRESENTAS A LA EVALUACION ÚNICA FINAL SOLO REALIZAS UN EXAMEN DE PRACTICAS Y OTRO DE TEORIA#Comma EXIMIÉNDOTE DE REALIZAR LAS ACTIVIDADES PROPUESTAS EN LAS CLASES DE PRACTICAS.,bot.aiml
0,CUANTO VALE CADA PRACTICA CON RESPECTO A LA NOTA FINAL,*,*,CADA UNA VALE UN 25 PORCIENTO DE LA PARTE DE PRACTICAS QUE REPRESENTA UN 50 PORCIENTO DE LA NOTA FINAL.,bot.aiml
0,CUANTO VALE LA PARTICIPACION CON RESPECTO A LA NOTA FINAL,*,*,EN LA PARTE DE PRACTICAS QUE REPRESENTA UN 50 PORCIENTO DE LA NOTA FINAL#Comma SE EVALÚA SOBRE UN 10 PORCIENTO LA ASISTENCIA Y PARTICIPACION EN CLASE DE PRACTICAS.,bot.aiml
0,CUANTO VALE CADA GUION DE PRACTICAS CON RESPECTO A LA NOTA FINAL,*,*,CADA UNA VALE UN 25 PORCIENTO DE LA PARTE DE PRACTICAS QUE REPRESENTA UN 50 PORCIENTO DE LA NOTA FINAL.,bot.aiml
0,COMO SE CONSIGUEN PUNTOS POR PARTICIPACION,*,*,ASISTIENDO A CLASE DE PRACTICAS Y PARTICIPANDO ACTIVAMENTE EN ELLA.,bot.aiml
0,QUE ES LO MINIMO QUE NECESITO PARA APROBAR LA ASIGNATURA,*,*,UN 3 EN LA PARTE DE PRACTICAS Y OTRO 3 EN LA PARTE DE TEORIA#Comma HABLANDO EN TÉRMINOS DE NOTAS FINALES SOBRE 10 DE PRATICAS Y TEORIA.,bot.aiml
0,LOS TRABAJOS SON INDIVIDUALES,*,*,SI#Comma LA COPIA ESTA PENALIZADA CON EL SUSPENSO AUTOMATICO DE LA ASIGNATURA.,bot.aiml
0,SE PUEDEN HACER LOS TRABAJOS EN GRUPO,*,*,LA COPIA ESTA PENALIZADA CON EL SUSPENSO AUTOMATICO DE LA ASIGNATURA. PERO AÚN ASI PUEDES JUGARTELA Y VER QUE PASA.,bot.aiml
0,HAY QUE ENTREGAR LOS EJERCICIOS DE LAS RELACIONES DE PROBLEMAS,*,*,SOLO AQUELLOS QUE SE SOLICITEN EN CLASE.,bot.aiml
0,POR QUE TENGO QUE ESTUDIAR,*,*,PARA ADQUIRIR TANTO LAS COMPETENCIAS GENERALES Y ESPECIFICAS QUE SE CONSIDERAN EN LA GUIA DOCENTE COMO PARA CONSEGUIR APROBAR ESTA ASIGNATURA.,bot.aiml
0,CUANTO VALE EL PRIMER EXAMEN DE TEORIA,*,*,EL PRIMER PARCIAL VALE 0.5 PUNTOS DEL 50 PORCIENTO DE LA PARTE DE TEORIA.,bot.aiml
0,PUEDO TENER UNA NOTA MAYOR A 10,*,*,SI ASI CONSIDERAS LA MATRICULA DE HONOR#Comma SI.,bot.aiml
0,PUEDO RECUPERAR UNA PRACTICA O EXAMEN,*,*,NO.,bot.aiml
0,QUE PASA SI ME COPIO DE OTRO ESTUDIANTE,*,*,LA COPIA ESTA PENALIZADA CON EL SUSPENSO AUTOMATICO DE LA ASIGNATURA.,bot.aiml
0,QUE PASA SI ME DEJO COPIAR DE OTRO ESTUDIANTE,*,*,LA COPIA ESTA PENALIZADA CON EL SUSPENSO AUTOMATICO DE LA ASIGNATURA.,bot.aiml
0,Y SI SUSPENDO EN LA CONVOCATORIA DE JUNIO,*,*,AUN TE PUEDES PRESENTAR A LA DE SEPTIEMBRE CON UN UNICO EXAMEN DE PRACTICAS Y DE TEORIA.,bot.aiml
0,CUANTO VALE LA PRACTICA Y LA TEORIA,*,*,50 PORCIENTO CADA PARTE,bot.aiml
0,CUAL ES EL HORARIO DE TUTORIAS DEL PROFESOR DE PRACTICAS,*,*,-----------------------------------,bot.aiml
0,CUAL ES EL CORREO ELECTRONICO DEL PROFESOR DE TEORIA,*,*,CONSULTALO EN SU PAGINA PERSONAL DE LA PLATAFORMA DECSAI.,bot.aiml
0,SE PUEDE APROBAR LA PARTE PRACTICA DE LA ASIGNATURA SI NO PRESENTO UNA PRACTICA,*,*,CLARO#Comma ES SUFICIENTE CON QUE SAQUES MAS DE UN 3 EN LA NOTA FINAL DE PRACTICAS.,bot.aiml
0,CUAL ES LA NOTA MINIMA QUE TENGO QUE OBTENER EN CADA PARTE PARA HACER MEDIA,*,*,UN 3.,bot.aiml
0,QUE PUNTUACION OBTENGO EN LA PRACTICA 1 SI OPTO POR DEFENDER EL NIVEL 3 Y NO LO SUPERO,*,*,UN 8 SOBRE 10 DEL 25 PORCIENTO QUE VALE LA PRACTICAS.,bot.aiml
0,PUEDO ENTREGAR LA PRACTICA 1 SIN HACER LA TAREA RELATIVA AL NIVEL 0,*,*,CLARO PERO ESTARA EVALUADA CON UN 0.,bot.aiml
0,QUE TENGO QUE HACER SI NO PUEDO ASISTIR A LA SESION DE PRACTICAS EN LA QUE ME CORRESPONDE HACER LA DEFENSA DE MI PRACTICA 1,*,*,COMUNICARSELO PREVIAMENTE AL PROFESOR DE PRACTICAS PARA QUE AMBOS PLANTEEIS UNA SOLUCION ADECUADA.,bot.aiml
0,CUANTAS PRUEBAS TEORICAS TENDRE A LO LARGO DEL CURSO,*,*,TRES PARCIALES MAS UNA FINAL SI SIGO LA EVALUACION CONTINUA#Comma UNA UNICA SE OPTO POR LA EVALUACION UNICA FINAL.,bot.aiml
0,QUE VALE LA PRIMERA PRUEBA TEORICA,*,*,UN 25 PORCIENTO DEL 90 PORCIENTO QUE VALE LA PARTE DE PRACTICAS.,bot.aiml
